error	T	X	num_trees	sample_subset	feat_subset
0.0599	0.001	5	50		500		30
0.0605	0.001	10	50		500		30
0.0618	0.001	25	50		500		30
0.0618	0.01	5	50		500		45
0.0618	0.01	10	50		500		45
0.0618	0.01	25	50		500		45
0.0618	0.001	5	50		500		45
0.0625	0.001	10	50		500		45
0.0625	0.001	25	50		500		45
0.0632	0.01	5	50		1000		15
0.0618	0.01	10	50		1000		15
0.0625	0.01	25	50		1000		15
0.0625	0.001	5	50		1000		15
0.0632	0.001	10	50		1000		15
0.0632	0.001	25	50		1000		15
0.0632	0.01	5	50		1000		30
0.0632	0.01	10	50		1000		30
0.0632	0.01	25	50		1000		30
0.0625	0.001	5	50		1000		30
0.0625	0.001	10	50		1000		30
0.0632	0.001	25	50		1000		30
0.0618	0.01	5	50		1000		45
0.0618	0.01	10	50		1000		45
0.0612	0.01	25	50		1000		45
0.0612	0.001	5	50		1000		45
0.0612	0.001	10	50		1000		45
0.0612	0.001	25	50		1000		45
0.0618	0.01	5	50		2000		15
0.0612	0.01	10	50		2000		15
0.0612	0.01	25	50		2000		15
0.0605	0.001	5	50		2000		15
0.0599	0.001	10	50		2000		15
0.0599	0.001	25	50		2000		15
0.0586	0.01	5	50		2000		30
0.0586	0.01	10	50		2000		30
0.0586	0.01	25	50		2000		30
0.0586	0.001	5	50		2000		30
0.0586	0.001	10	50		2000		30
0.0586	0.001	25	50		2000		30
0.0586	0.01	5	50		2000		45
0.0579	0.01	10	50		2000		45
0.0579	0.01	25	50		2000		45
0.0579	0.001	5	50		2000		45
0.0579	0.001	10	50		2000		45
0.0579	0.001	25	50		2000		45
0.0579	0.01	5	100		500		15
0.0579	0.01	10	100		500		15
0.0579	0.01	25	100		500		15
0.0579	0.001	5	100		500		15
0.0586	0.001	10	100		500		15
0.0586	0.001	25	100		500		15
0.0586	0.01	5	100		500		30
0.0586	0.01	10	100		500		30
0.0586	0.01	25	100		500		30
0.0579	0.001	5	100		500		30
0.0586	0.001	10	100		500		30
0.0586	0.001	25	100		500		30
0.0592	0.01	5	100		500		45
0.0592	0.01	10	100		500		45
0.0605	0.01	25	100		500		45
0.0612	0.001	5	100		500		45
0.0612	0.001	10	100		500		45
0.0618	0.001	25	100		500		45
0.0618	0.01	5	100		1000		15
0.0618	0.01	10	100		1000		15
0.0605	0.01	25	100		1000		15
0.0605	0.001	5	100		1000		15
0.0605	0.001	10	100		1000		15
0.0612	0.001	25	100		1000		15
0.0605	0.01	5	100		1000		30
0.0605	0.01	10	100		1000		30
0.0605	0.01	25	100		1000		30
0.0605	0.001	5	100		1000		30
0.0612	0.001	10	100		1000		30
0.0605	0.001	25	100		1000		30
0.0612	0.01	5	100		1000		45
0.0612	0.01	10	100		1000		45
0.0612	0.01	25	100		1000		45
0.0599	0.001	5	100		1000		45
0.0599	0.001	10	100		1000		45
0.0599	0.001	25	100		1000		45
0.0599	0.01	5	100		2000		15
0.0592	0.01	10	100		2000		15
0.0592	0.01	25	100		2000		15
0.0592	0.001	5	100		2000		15
0.0592	0.001	10	100		2000		15
0.0586	0.001	25	100		2000		15
0.0592	0.01	5	100		2000		30
0.0592	0.01	10	100		2000		30
0.0592	0.01	25	100		2000		30
0.0586	0.001	5	100		2000		30
0.0579	0.001	10	100		2000		30
0.0579	0.001	25	100		2000		30
0.0579	0.01	5	100		2000		45
0.0579	0.01	10	100		2000		45
0.0579	0.01	25	100		2000		45
0.0579	0.001	5	100		2000		45
0.0579	0.001	10	100		2000		45
0.0579	0.001	25	100		2000		45
